country,commodity,year,consumption,ending_stocks,exports,imports,production,yield,trade_balance,self_sufficiency,self_sufficiency_capped
China (People’s Republic of),Rice,2030,149723.2653,96276.007,1498.9678,4065.8881,146223.6359,5.1279,-2566.9203,0.9766260147146283,0.9766260147146283
China (People’s Republic of),Rice,2031,149926.538,95364.8126,1484.161,4088.0683,146411.4363,5.1482,-2603.9073,0.9765545063142858,0.9765545063142858
China (People’s Republic of),Rice,2032,150094.8105,94470.3302,1475.3372,4092.5482,146583.1172,5.1684,-2617.2110000000002,0.976603499559367,0.976603499559367
China (People’s Republic of),Rice,2033,150287.6019,93551.5101,1464.8449,4100.2419,146733.3848,5.1883,-2635.397,0.9763505634858359,0.9763505634858359
China (People’s Republic of),Rice,2034,150464.2313,92613.6949,1453.2507,4104.9076,146874.7592,5.2083,-2651.6568999999995,0.9761440172924339,0.9761440172924339
China (People’s Republic of),Soya beans,2025,129965.3597,37243.3018,100.0,110164.6561,21144.0055,2.03,-110064.6561,0.16268954703627847,0.16268954703627847
China (People’s Republic of),Soya beans,2026,130219.8316,37272.2886,100.0,108784.6224,21564.196,2.0574,-108684.6224,0.16559840183359598,0.16559840183359598
China (People’s Republic of),Soya beans,2027,130409.4432,37413.2076,100.0,108538.3468,22112.0154,2.0886,-108438.3468,0.1695583913052088,0.1695583913052088
China (People’s Republic of),Soya beans,2028,130662.7496,37753.6805,100.0,108408.267,22694.9555,2.121,-108308.267,0.17369109076210654,0.17369109076210654
China (People’s Republic of),Soya beans,2029,131028.4719,38329.4906,100.0,108410.7411,23293.5409,2.1533,-108310.7411,0.1777746512817265,0.1777746512817265
China (People’s Republic of),Soya beans,2030,131344.6325,38910.6563,100.0,108156.0187,23869.7795,2.1858,-108056.0187,0.1817339547544891,0.1817339547544891
China (People’s Republic of),Soya beans,2031,131837.273,39146.6404,100.0,107734.6063,24438.6508,2.2186,-107634.6063,0.18536981419511006,0.18536981419511006
China (People’s Republic of),Soya beans,2032,132163.9602,39463.2654,100.0,107547.8117,25032.7736,2.2523,-107447.8117,0.1894069575557407,0.1894069575557407
China (People’s Republic of),Soya beans,2033,132553.3824,39789.5602,100.0,107339.2817,25640.3954,2.2862,-107239.2817,0.19343448605955754,0.19343448605955754
China (People’s Republic of),Soya beans,2034,132970.7036,40113.7581,100.0,107132.1241,26262.7774,2.3206,-107032.1241,0.19750799754360326,0.19750799754360326
China (People’s Republic of),Wheat,2025,147923.4835,156052.3412,297.2255,9637.4914,138889.5588,5.8965,-9340.2659,0.9389283940166269,0.9389283940166269
China (People’s Republic of),Wheat,2026,147697.5601,156265.1138,295.589,9114.6591,139091.2626,5.9343,-8819.0701,0.9417302662672759,0.9417302662672759
China (People’s Republic of),Wheat,2027,147150.3466,155884.0318,299.7535,7818.956,139250.0621,5.9724,-7519.2025,0.9463114788205332,0.9463114788205332
China (People’s Republic of),Wheat,2028,146652.0716,155562.1719,300.9643,7049.8961,139581.2799,6.0141,-6748.9318,0.9517852586543346,0.9517852586543346
China (People’s Republic of),Wheat,2029,146335.9486,155504.7221,299.7063,6623.172,139955.0331,6.0557,-6323.4657,0.9563954341974997,0.9563954341974997
China (People’s Republic of),Wheat,2030,146109.1684,155571.7023,299.1591,6149.2467,140326.0611,6.0966,-5850.0876,0.9604192716765884,0.9604192716765884
China (People’s Republic of),Wheat,2031,145947.243,155642.4749,299.2689,5646.9351,140670.3495,6.1374,-5347.6662,0.9638438288279281,0.9638438288279281
China (People’s Republic of),Wheat,2032,145782.8908,155713.1928,299.4682,5177.92,140975.1569,6.1779,-4878.4518,0.9670212747626487,0.9670212747626487
China (People’s Republic of),Wheat,2033,145658.2591,155737.5206,299.9967,4721.8731,141260.7106,6.218,-4421.8764,0.9698091373110472,0.9698091373110472
China (People’s Republic of),Wheat,2034,145549.9265,155747.5546,300.4438,4311.8959,141548.5084,6.2583,-4011.4521000000004,0.9725082781130775,0.9725082781130775
Colombia,Beef and veal,2025,741.562,0.0001,132.2978,7.658,866.2017,,124.6398,1.1680772477554136,1.1680772477554136
Colombia,Beef and veal,2026,764.5104,0.0001,145.1454,9.8778,899.778,,135.2676,1.1769336296798578,1.1769336296798578
Colombia,Beef and veal,2027,780.1541,0.0001,146.4106,15.7953,910.7695,,130.6153,1.167422564336969,1.167422564336969
Colombia,Beef and veal,2028,798.8671,0.0001,136.3598,18.8248,916.402,,117.53500000000001,1.1471269751877378,1.1471269751877378
Colombia,Beef and veal,2029,810.9596,0.0001,132.419,18.8391,924.5395,,113.57990000000001,1.1400561754247682,1.1400561754247682
Colombia,Beef and veal,2030,822.4865,0.0001,130.7638,17.3339,935.9164,,113.4299,1.1379109565932084,1.1379109565932084
Colombia,Beef and veal,2031,835.4905,0.0001,128.5442,15.4358,948.5989,,113.10839999999999,1.1353796362735422,1.1353796362735422
Colombia,Beef and veal,2032,848.704,0.0001,128.1905,14.0387,962.8558,,114.15179999999998,1.1345013102330141,1.1345013102330141
Colombia,Beef and veal,2033,859.7248,0.0001,130.7057,13.1954,977.2351,,117.5103,1.136683622480124,1.136683622480124
Colombia,Beef and veal,2034,872.0456,0.0001,132.8697,13.4389,991.4763,,119.43079999999999,1.1369546500779317,1.1369546500779317
Colombia,"Cheese, fresh or processed",2025,70.3913,0.0,3.3886,7.589,66.191,,-4.2004,0.940329273646033,0.940329273646033
Colombia,"Cheese, fresh or processed",2026,71.0243,0.0,3.874,7.589,67.3093,,-3.7150000000000003,0.9476939582649881,0.9476939582649881
Colombia,"Cheese, fresh or processed",2027,71.6535,0.0,3.874,8.1938,67.3337,,-4.319799999999999,0.9397126448812688,0.9397126448812688
Colombia,"Cheese, fresh or processed",2028,72.2676,0.0,4.0656,8.1938,68.1394,,-4.1282,0.9428761990158798,0.9428761990158798
Colombia,"Cheese, fresh or processed",2029,72.8614,0.0,4.3366,8.1938,69.0042,,-3.8571999999999997,0.947061132506375,0.947061132506375
Colombia,"Cheese, fresh or processed",2030,73.4647,0.0,4.4709,8.1938,69.7418,,-3.722899999999999,0.9493239610316248,0.9493239610316248
Colombia,"Cheese, fresh or processed",2031,74.0335,0.0,4.7557,8.1938,70.5953,,-3.4380999999999995,0.9535588618665873,0.9535588618665873
Colombia,"Cheese, fresh or processed",2032,74.5683,0.0,5.1238,8.1938,71.4982,,-3.0699999999999994,0.9588283493119731,0.9588283493119731
Colombia,"Cheese, fresh or processed",2033,75.0681,0.0,5.4767,8.1938,72.3509,,-2.7170999999999994,0.9638035330586493,0.9638035330586493
Colombia,"Cheese, fresh or processed",2034,75.5343,0.0,5.8872,8.1938,73.2276,,-2.3065999999999995,0.9694615558759397,0.9694615558759397
Colombia,Maize (corn),2025,7946.9942,477.1648,1.6046,6300.9756,1624.7881,4.1877,-6299.371,0.20445316293297408,0.20445316293297408
Colombia,Maize (corn),2026,8084.685,450.8414,1.603,6384.6409,1675.3237,4.2315,-6383.0379,0.20722188928820354,0.20722188928820354
Colombia,Maize (corn),2027,8203.9143,454.0137,1.6006,6509.3905,1699.2967,4.2816,-6507.789900000001,0.20713242945504684,0.20713242945504684
Colombia,Maize (corn),2028,8329.5525,463.6369,1.5985,6624.4244,1716.3497,4.3347,-6622.8259,0.20605545135828127,0.20605545135828127
Colombia,Maize (corn),2029,8465.6266,471.6856,1.5965,6731.6859,1743.5859,4.3882,-6730.089400000001,0.2059606432440571,0.2059606432440571
Colombia,Maize (corn),2030,8618.1117,480.7937,1.5941,6863.547,1765.267,4.442,-6861.952899999999,0.20483222560227435,0.20483222560227435
Colombia,Maize (corn),2031,8787.3546,490.6408,1.5915,7011.3634,1787.4298,4.4965,-7009.7719,0.20340931729328413,0.20340931729328413
Colombia,Maize (corn),2032,8942.7851,500.5615,1.5892,7146.8908,1807.4041,4.5508,-7145.3016,0.20210751793644244,0.20210751793644244
Colombia,Maize (corn),2033,9108.0732,510.4967,1.5867,7293.0374,1826.5578,4.6054,-7291.4507,0.20054272291092257,0.20054272291092257
Colombia,Maize (corn),2034,9278.114,520.8783,1.5843,7443.3313,1846.7485,4.6608,-7441.746999999999,0.19904352328501246,0.19904352328501246
Colombia,Pigmeat,2025,796.6303,0.0001,2.1248,174.0496,624.7056,,-171.9248,0.7841850856036985,0.7841850856036985
Colombia,Pigmeat,2026,815.7801,0.0001,2.1217,176.9355,640.9664,,-174.8138,0.785709776445883,0.785709776445883
Colombia,Pigmeat,2027,822.4989,0.0001,2.1201,178.5206,646.0984,,-176.4005,0.7855310201630664,0.7855310201630664
Colombia,Pigmeat,2028,837.9181,0.0001,2.1298,169.4817,670.5662,,-167.3519,0.8002765425403747,0.8002765425403747
Colombia,Pigmeat,2029,849.6703,0.0001,2.1274,171.6513,680.1464,,-169.5239,0.8004827284183053,0.8004827284183053
Colombia,Pigmeat,2030,865.8372,0.0001,2.128,171.0925,696.8728,,-168.9645,0.804854307484132,0.804854307484132
Colombia,Pigmeat,2031,880.8529,0.0001,2.1282,170.9269,712.0542,,-168.7987,0.808369025066501,0.808369025066501
Colombia,Pigmeat,2032,896.5754,0.0001,2.129,170.233,728.4714,,-168.104,0.8125043359431902,0.8125043359431902
Colombia,Pigmeat,2033,911.936,0.0001,2.1299,169.4173,744.6485,,-167.28740000000002,0.8165578505509158,0.8165578505509158
Colombia,Pigmeat,2034,927.6792,0.0001,2.1309,168.4994,761.3107,,-166.3685,0.8206616037095582,0.8206616037095582
Colombia,Poultry meat,2025,1941.6175,0.0001,0.0819,50.0417,1891.6577,,-49.9598,0.9742689793432537,0.9742689793432537
Colombia,Poultry meat,2026,1989.3418,0.0001,0.0819,58.4224,1931.0013,,-58.340500000000006,0.9706734659674873,0.9706734659674873
Colombia,Poultry meat,2027,2031.8715,0.0001,0.0819,56.8964,1975.057,,-56.8145,0.9720383400229788,0.9720383400229788
Colombia,Poultry meat,2028,2075.2092,0.0001,0.0819,52.4491,2022.842,,-52.367200000000004,0.9747653393209708,0.9747653393209708
Colombia,Poultry meat,2029,2120.9484,0.0001,0.0819,48.4464,2072.5838,,-48.3645,0.9771967106790527,0.9771967106790527
Colombia,Poultry meat,2030,2171.1913,0.0001,0.0819,45.1824,2126.0908,,-45.100500000000004,0.9792277631178791,0.9792277631178791
Colombia,Poultry meat,2031,2221.4567,0.0001,0.0819,42.0978,2179.4407,,-42.0159,0.9810862845087189,0.9810862845087189
Colombia,Poultry meat,2032,2273.9255,0.0001,0.0819,39.2913,2234.7161,,-39.2094,0.9827569548782492,0.9827569548782492
Colombia,Poultry meat,2033,2326.5462,0.0001,0.0819,36.6262,2290.0019,,-36.5443,0.9842924675211694,0.9842924675211694
Colombia,Poultry meat,2034,2380.0453,0.0001,0.0819,34.1448,2345.9823,,-34.0629,0.9856880875334599,0.9856880875334599
Colombia,Raw cane or beet sugar,2025,0.0,0.0,86.5474,0.0001,0.0,,86.54729999999999,,
Colombia,Raw cane or beet sugar,2026,0.0,0.0,92.5286,0.0001,0.0,,92.5285,,
Colombia,Raw cane or beet sugar,2027,0.0,0.0,94.1058,0.0001,0.0,,94.1057,,
Colombia,Raw cane or beet sugar,2028,0.0,0.0,97.7571,0.0001,0.0,,97.75699999999999,,
Colombia,Raw cane or beet sugar,2029,0.0,0.0,95.3044,0.0001,0.0,,95.3043,,
Colombia,Raw cane or beet sugar,2030,0.0,0.0,95.2131,0.0001,0.0,,95.213,,
Colombia,Raw cane or beet sugar,2031,0.0,0.0,94.1578,0.0001,0.0,,94.15769999999999,,
Colombia,Raw cane or beet sugar,2032,0.0,0.0,93.3995,0.0001,0.0,,93.3994,,
Colombia,Raw cane or beet sugar,2033,0.0,0.0,92.7569,0.0001,0.0,,92.7568,,
Colombia,Raw cane or beet sugar,2034,0.0,0.0,91.3565,0.0001,0.0,,91.3564,,
Colombia,Raw milk from bovine animals,2025,0.0,0.0,0.0,0.0,7828.1468,2.1871,0.0,,
Colombia,Raw milk from bovine animals,2026,0.0,0.0,0.0,0.0,7960.4059,2.2197,0.0,,
Colombia,Raw milk from bovine animals,2027,0.0,0.0,0.0,0.0,7963.2903,2.2565,0.0,,
Colombia,Raw milk from bovine animals,2028,0.0,0.0,0.0,0.0,8058.5834,2.2903,0.0,,
Colombia,Raw milk from bovine animals,2029,0.0,0.0,0.0,0.0,8160.8578,2.3241,0.0,,
Colombia,Raw milk from bovine animals,2030,0.0,0.0,0.0,0.0,8248.0894,2.3595,0.0,,
Colombia,Raw milk from bovine animals,2031,0.0,0.0,0.0,0.0,8349.0352,2.3941,0.0,,
Colombia,Raw milk from bovine animals,2032,0.0,0.0,0.0,0.0,8455.8117,2.4291,0.0,,
Colombia,Raw milk from bovine animals,2033,0.0,0.0,0.0,0.0,8556.6653,2.4641,0.0,,
Colombia,Raw milk from bovine animals,2034,0.0,0.0,0.0,0.0,8660.3496,2.4991,0.0,,
Colombia,Rice,2025,2250.5923,714.2559,1.0238,129.409,2216.463,3.1772,-128.3852,0.9848354142151825,0.9848354142151825
Colombia,Rice,2026,2284.235,740.3957,1.0509,91.8652,2219.5604,3.183,-90.8143,0.9716865383815587,0.9716865383815587
Colombia,Rice,2027,2312.4484,732.3681,1.0684,73.9787,2231.5106,3.1951,-72.9103,0.9649990892769758,0.9649990892769758
Colombia,Rice,2028,2332.2042,714.8948,1.0709,71.7686,2244.0333,3.2112,-70.69770000000001,0.9621941766505694,0.9621941766505694
Colombia,Rice,2029,2347.7778,706.9046,1.0661,76.094,2264.7598,3.2335,-75.02789999999999,0.9646397542390936,0.9646397542390936
Colombia,Rice,2030,2362.7661,707.1873,1.064,78.1328,2285.98,3.2564,-77.06880000000001,0.9675016075438022,0.9675016075438022
Colombia,Rice,2031,2377.373,712.4227,1.063,79.0882,2304.5832,3.277,-78.0252,0.9693822551194112,0.9693822551194112
Colombia,Rice,2032,2391.0535,719.5973,1.0638,78.286,2321.0059,3.2962,-77.2222,0.970704294153184,0.970704294153184
Colombia,Rice,2033,2404.2399,726.0596,1.0656,76.5844,2335.1834,3.314,-75.5188,0.9712772007485608,0.9712772007485608
Colombia,Rice,2034,2416.2861,731.5734,1.068,74.4024,2348.4655,3.3308,-73.3344,0.9719318833974172,0.9719318833974172
Colombia,Soya beans,2025,721.9314,36.8565,0.0001,644.2037,74.5842,3.0153,-644.2036,0.1033120321404499,0.1033120321404499
Colombia,Soya beans,2026,717.0922,33.9981,0.0001,636.4564,77.7774,3.1239,-636.4563,0.10846220332615526,0.10846220332615526
Colombia,Soya beans,2027,715.8589,32.7481,0.0001,634.915,79.6941,3.1923,-634.9149,0.11132654773168289,0.11132654773168289
Colombia,Soya beans,2028,717.6396,33.1751,0.0001,636.6379,81.4288,3.2557,-636.6378,0.11346753997410398,0.11346753997410398
Colombia,Soya beans,2029,721.5979,33.5528,0.0001,638.855,83.1207,3.3153,-638.8549,0.11518977535827087,0.11518977535827087
Colombia,Soya beans,2030,726.2249,33.891,0.0001,641.8046,84.7586,3.3733,-641.8045000000001,0.11671122816086311,0.11671122816086311
Colombia,Soya beans,2031,730.4169,34.0857,0.0001,644.254,86.3579,3.4306,-644.2539,0.11823097192849727,0.11823097192849727
Colombia,Soya beans,2032,735.0318,34.3787,0.0001,647.3947,87.9301,3.488,-647.3946,0.11962761339033223,0.11962761339033223
Colombia,Soya beans,2033,740.2332,34.6949,0.0001,651.1492,89.4003,3.5437,-651.1491,0.12077315635126876,0.12077315635126876
Colombia,Soya beans,2034,745.5427,35.0042,0.0001,655.001,90.8511,3.599,-655.0009,0.12185901625755306,0.12185901625755306
Colombia,Wheat,2025,2006.7386,428.5272,10.7919,1991.515,4.5427,1.6822,-1980.7231000000002,0.002263722838639771,0.002263722838639771
Colombia,Wheat,2026,2025.4555,395.2357,10.7547,1998.4022,4.5165,1.6964,-1987.6475,0.002229868787539395,0.002229868787539395
Colombia,Wheat,2027,2041.8519,378.6964,10.5805,2031.29,4.6031,1.7131,-2020.7095,0.0022543750602088235,0.0022543750602088235
Colombia,Wheat,2028,2060.0432,382.1311,10.3867,2069.1919,4.6728,1.7324,-2058.8052,0.0022683019462892817,0.0022683019462892817
Colombia,Wheat,2029,2081.0126,387.3764,10.2744,2091.8222,4.71,1.7507,-2081.5478000000003,0.002263321231212151,0.002263321231212151
Colombia,Wheat,2030,2102.8338,393.1645,10.1663,2114.0517,4.7365,1.7684,-2103.8854,0.0022524366880539966,0.0022524366880539966
Colombia,Wheat,2031,2124.4361,398.1598,10.0678,2134.735,4.7643,1.7864,-2124.6672000000003,0.002242618641247906,0.002242618641247906
Colombia,Wheat,2032,2144.5664,402.8012,9.976,2154.394,4.7897,1.8044,-2144.4179999999997,0.002233411844930518,0.002233411844930518
Colombia,Wheat,2033,2164.6444,407.1574,9.8857,2174.0717,4.8146,1.8225,-2164.186,0.0022241990416532157,0.0022241990416532157
Colombia,Wheat,2034,2184.231,411.4316,9.7983,2193.4631,4.8403,1.8409,-2183.6648,0.002216020192003501,0.002216020192003501
Developed countries,Beef and veal,2025,29419.1584,984.2181,6106.5237,5180.0762,30325.9045,,926.4474999999993,1.030821619288742,1.030821619288742
Developed countries,Beef and veal,2026,28917.665,968.8496,5944.5347,4939.0101,29921.8642,,1005.5245999999997,1.0347261509530592,1.0347261509530592
Developed countries,Beef and veal,2027,28653.654,986.3191,5771.1291,4741.5531,29697.954,,1029.576,1.036445613533269,1.036445613533269
Developed countries,Beef and veal,2028,29143.4727,1008.5504,5916.3289,4588.1796,30499.7988,,1328.1493,1.0465396184580296,1.0465396184580296
Developed countries,Beef and veal,2029,29495.0012,1027.9499,6145.1019,4610.3849,31054.1598,,1534.7169999999996,1.0528617913736515,1.0528617913736515
Developed countries,Beef and veal,2030,29736.4765,1050.4277,6204.5842,4604.6387,31363.0008,,1599.9454999999998,1.0546979498394842,1.0546979498394842
Developed countries,Beef and veal,2031,30006.1754,1053.0167,6283.8923,4596.9617,31698.794,,1686.9306000000006,1.0564090083936521,1.0564090083936521
Developed countries,Beef and veal,2032,30116.3237,1059.3524,6358.868,4605.5889,31878.0902,,1753.2791000000007,1.0584987237336674,1.0584987237336674
Developed countries,Beef and veal,2033,30127.0653,1065.9812,6397.9709,4623.575,31909.2709,,1774.3959000000004,1.0591562962490078,1.0591562962490078
Developed countries,Beef and veal,2034,30088.6109,1068.8687,6416.631,4637.9274,31870.3822,,1778.7036000000007,1.0592174662340428,1.0592174662340428
Developed countries,"Cheese, fresh or processed",2025,20610.3324,1347.5243,3110.8338,1744.0547,22048.0609,,1366.7791,1.069757657086598,1.069757657086598
Developed countries,"Cheese, fresh or processed",2026,20771.2727,1358.4761,3211.721,1756.7699,22237.1757,,1454.9511,1.0705735763605857,1.0705735763605857
Developed countries,"Cheese, fresh or processed",2027,20923.2387,1369.5777,3280.9642,1763.7803,22451.5242,,1517.1839,1.0730424922218182,1.0730424922218182
Developed countries,"Cheese, fresh or processed",2028,21097.6658,1381.0571,3339.1591,1773.8755,22674.4288,,1565.2835999999998,1.074736372020833,1.074736372020833
Developed countries,"Cheese, fresh or processed",2029,21238.0709,1392.4988,3396.9238,1783.8404,22862.596,,1613.0834,1.0764911798086145,1.0764911798086145
Developed countries,"Cheese, fresh or processed",2030,21397.8702,1392.4785,3457.8275,1797.3584,23058.3191,,1660.4690999999998,1.077598792986416,1.077598792986416
Developed countries,"Cheese, fresh or processed",2031,21547.5097,1392.4538,3516.4784,1809.8341,23254.1293,,1706.6443,1.0792026375094288,1.0792026375094288
Developed countries,"Cheese, fresh or processed",2032,21711.8065,1392.4699,3574.5465,1823.637,23462.7321,,1750.9095,1.080643939047633,1.080643939047633
Developed countries,"Cheese, fresh or processed",2033,21871.6141,1392.489,3633.9729,1839.1474,23666.4587,,1794.8255000000001,1.0820627408564236,1.0820627408564236
Developed countries,"Cheese, fresh or processed",2034,22029.602,1392.4812,3689.8208,1852.2321,23867.1829,,1837.5887,1.0834141669922135,1.0834141669922135
Developed countries,Maize (corn),2025,477767.0371,86568.8497,101502.3712,41311.8145,538666.7255,9.4379,60190.556699999994,1.1274673296208444,1.1274673296208444
Developed countries,Maize (corn),2026,480395.1975,86129.1769,103279.4495,41332.3377,541902.6365,9.4806,61947.111800000006,1.12803508303182,1.12803508303182
Developed countries,Maize (corn),2027,483633.6407,85826.7629,103784.1612,42013.5588,545101.8292,9.5183,61770.6024,1.1270965940479913,1.1270965940479913
Developed countries,Maize (corn),2028,486459.9817,85621.8828,104857.8704,42467.9353,548645.0368,9.5658,62389.9351,1.127831800023274,1.127831800023274
Developed countries,Maize (corn),2029,489014.5017,85841.1042,105992.7177,42758.4009,552468.04,9.6137,63234.31679999999,1.1297579889336848,1.1297579889336848
Developed countries,Maize (corn),2030,491720.377,86382.6631,107342.8616,43053.6295,556551.1679,9.6618,64289.2321,1.1318448328205037,1.1318448328205037
Developed countries,Maize (corn),2031,494523.5677,86987.4134,108822.9721,43343.8184,560607.4717,9.7093,65479.1537,1.1336314552354954,1.1336314552354954
Developed countries,Maize (corn),2032,497389.8866,87624.7505,110203.2273,43688.3543,564542.0967,9.7562,66514.87299999999,1.1350091988380206,1.1350091988380206
Developed countries,Maize (corn),2033,500248.6752,88172.9756,111538.001,43993.3449,568341.5563,9.8022,67544.65610000001,1.1361180638265087,1.1361180638265087
Developed countries,Maize (corn),2034,502991.0235,88738.2334,112962.2466,44272.8151,572245.7128,9.8489,68689.4315,1.1376857360556851,1.1376857360556851
Developed countries,Pigmeat,2025,41203.1729,473.7125,8403.5872,3775.7399,45832.1232,,4627.847299999999,1.112344510730629,1.112344510730629
Developed countries,Pigmeat,2026,41356.7618,476.7602,8211.1707,3800.0035,45770.9767,,4411.167200000001,1.1067350224697718,1.1067350224697718
Developed countries,Pigmeat,2027,41404.7012,475.6889,8263.0228,3790.5873,45876.0654,,4472.4355000000005,1.107991703125731,1.107991703125731
Developed countries,Pigmeat,2028,41535.1779,481.7009,8290.4262,3792.2001,46039.416,,4498.2261,1.1084439342199133,1.1084439342199133
Developed countries,Pigmeat,2029,41541.0782,483.9205,8325.226,3793.6698,46074.8541,,4531.556200000001,1.1091395817453769,1.1091395817453769
Developed countries,Pigmeat,2030,41572.2544,487.2218,8352.262,3797.91,46129.9077,,4554.352000000001,1.1096320939477367,1.1096320939477367
Developed countries,Pigmeat,2031,41601.1376,489.0517,8381.0041,3798.7523,46185.2193,,4582.2518,1.1101912583275126,1.1101912583275126
Developed countries,Pigmeat,2032,41630.5045,491.6548,8412.6588,3801.4518,46244.3147,,4611.206999999999,1.11082763121451,1.11082763121451
Developed countries,Pigmeat,2033,41651.2148,492.8484,8450.3341,3799.8989,46302.8435,,4650.4352,1.1116805049345164,1.1116805049345164
Developed countries,Pigmeat,2034,41673.9801,495.5446,8484.1716,3800.4885,46360.3594,,4683.6831,1.1124533651154669,1.1124533651154669
Developed countries,Poultry meat,2025,53751.3145,910.5991,6805.6756,4299.6294,56256.3511,,2506.0461999999998,1.0466041923495657,1.0466041923495657
Developed countries,Poultry meat,2026,54261.7419,903.0122,7043.5744,4328.1972,56969.5322,,2715.377200000001,1.049902384353791,1.049902384353791
Developed countries,Poultry meat,2027,54706.568,943.1363,7137.1764,4329.3789,57554.4895,,2807.7975000000006,1.0520581276456604,1.0520581276456604
Developed countries,Poultry meat,2028,55197.6829,941.3142,7158.4694,4340.4653,58013.8648,,2818.0041,1.0510199296789686,1.0510199296789686
Developed countries,Poultry meat,2029,55684.2148,954.7645,7187.5897,4356.0737,58529.1811,,2831.5160000000005,1.0510910733000045,1.0510910733000045
Developed countries,Poultry meat,2030,56164.4731,953.372,7236.3513,4373.0836,59026.3483,,2863.2677000000003,1.050955257692963,1.050955257692963
Developed countries,Poultry meat,2031,56592.2341,957.6434,7279.2878,4386.1508,59489.6424,,2893.1369999999997,1.051197984071104,1.051197984071104
Developed countries,Poultry meat,2032,56994.7254,962.0595,7336.3203,4403.8478,59931.614,,2932.4725000000008,1.051529129746452,1.051529129746452
Developed countries,Poultry meat,2033,57376.4419,964.0344,7395.1708,4423.5059,60350.0818,,2971.6648999999998,1.051826843936797,1.051826843936797
Developed countries,Poultry meat,2034,57757.1461,960.5497,7460.8635,4444.2306,60770.2943,,3016.6329000000005,1.0521692708774613,1.0521692708774613
Developed countries,Raw cane or beet sugar,2025,0.0,0.0,3233.7485,6062.2614,0.0,,-2828.5129,,
Developed countries,Raw cane or beet sugar,2026,0.0,0.0,3304.2856,6187.995,0.0,,-2883.7093999999997,,
Developed countries,Raw cane or beet sugar,2027,0.0,0.0,3367.1459,6119.7668,0.0,,-2752.6209000000003,,
Developed countries,Raw cane or beet sugar,2028,0.0,0.0,3380.4129,6041.7308,0.0,,-2661.3179000000005,,
Developed countries,Raw cane or beet sugar,2029,0.0,0.0,3401.994,6086.8876,0.0,,-2684.8936,,
Developed countries,Raw cane or beet sugar,2030,0.0,0.0,3433.0784,6139.2326,0.0,,-2706.1542000000004,,
Developed countries,Raw cane or beet sugar,2031,0.0,0.0,3432.5712,6175.7197,0.0,,-2743.1485,,
Developed countries,Raw cane or beet sugar,2032,0.0,0.0,3437.1859,6221.3615,0.0,,-2784.1756,,
Developed countries,Raw cane or beet sugar,2033,0.0,0.0,3447.6485,6247.8964,0.0,,-2800.2479,,
Developed countries,Raw cane or beet sugar,2034,0.0,0.0,3455.8641,6223.1362,0.0,,-2767.2721,,
Developed countries,Raw milk from bovine animals,2025,0.0,0.0,0.0,0.0,412882.5736,6.6031,0.0,,
Developed countries,Raw milk from bovine animals,2026,0.0,0.0,0.0,0.0,415693.8815,6.6396,0.0,,
Developed countries,Raw milk from bovine animals,2027,0.0,0.0,0.0,0.0,417935.5079,6.6824,0.0,,
Developed countries,Raw milk from bovine animals,2028,0.0,0.0,0.0,0.0,420004.2216,6.7172,0.0,,
Developed countries,Raw milk from bovine animals,2029,0.0,0.0,0.0,0.0,422173.316,6.748,0.0,,
Developed countries,Raw milk from bovine animals,2030,0.0,0.0,0.0,0.0,424378.9693,6.7843,0.0,,
Developed countries,Raw milk from bovine animals,2031,0.0,0.0,0.0,0.0,426502.1144,6.8162,0.0,,
Developed countries,Raw milk from bovine animals,2032,0.0,0.0,0.0,0.0,428724.2014,6.8506,0.0,,
Developed countries,Raw milk from bovine animals,2033,0.0,0.0,0.0,0.0,430997.569,6.8865,0.0,,
Developed countries,Raw milk from bovine animals,2034,0.0,0.0,0.0,0.0,433354.094,6.9239,0.0,,
Developed countries,Rice,2025,21098.0366,5198.5133,4434.0352,8040.5137,17584.7486,5.3592,-3606.4785,0.8334779644850934,0.8334779644850934
Developed countries,Rice,2026,21139.2313,5247.0844,4546.1077,8097.7447,17636.1654,5.3798,-3551.6370000000006,0.8342860319618151,0.8342860319618151
Developed countries,Rice,2027,21201.7806,5279.1942,4610.5254,8168.2922,17676.1237,5.3985,-3557.7667999999994,0.8337093960872325,0.8337093960872325
Developed countries,Rice,2028,21258.0098,5315.4151,4672.2806,8258.3746,17708.1367,5.418,-3586.093999999999,0.8330100920359911,0.8330100920359911
Developed countries,Rice,2029,21312.0944,5365.3423,4733.558,8356.6548,17738.9248,5.4372,-3623.0968000000003,0.8323407576497972,0.8323407576497972
Developed countries,Rice,2030,21365.2987,5422.8071,4796.5277,8447.6232,17771.668,5.4564,-3651.0955000000004,0.8318005869957719,0.8318005869957719
Developed countries,Rice,2031,21420.2026,5485.1005,4859.4262,8536.6148,17805.3074,5.4755,-3677.1885999999995,0.8312389818385751,0.8312389818385751
Developed countries,Rice,2032,21473.4561,5550.3188,4922.9268,8624.5677,17837.0334,5.4943,-3701.6408999999994,0.8306549871122051,0.8306549871122051
Developed countries,Rice,2033,21528.0656,5616.5211,4986.5636,8712.2245,17868.607,5.513,-3725.6609,0.8300145183504085,0.8300145183504085
Developed countries,Rice,2034,21582.5642,5683.4917,5050.0798,8799.9713,17899.6433,5.5316,-3749.891499999999,0.8293566572594743,0.8293566572594743
